step,lr,train_mse,val_mse,test_mse
250,0.00029996500188581357,0.16619094361861547,0.16863111114501952,0.1670644359588623
500,0.00029869868391206583,0.16909174819787343,0.16881622155507406,0.16725205993652345
750,0.0002956278713954945,0.16784956852595012,0.16870899454752605,0.16722800890604655
1000,0.00029078982938971274,0.16774320354064307,0.168626389503479,0.16722902933756512
1250,0.0002842432687061932,0.16884765128294627,0.16880684947967528,0.16723696136474608
1500,0.00027606763344435135,0.16826039652029673,0.16854214636484782,0.16702765432993572
1750,0.00026636213691815864,0.16638349244991937,0.1688270378112793,0.1672298018137614
2000,0.0002552445576785488,0.1697845861315727,0.16886451435089112,0.16742813968658446
2250,0.00024284981024217723,0.16787762592236202,0.16864388720194498,0.1672149953842163
2500,0.00022932830787108613,0.16751966029405593,0.16855063184102376,0.16700251261393229
2750,0.00021484413727134105,0.16613902300596237,0.1686640764872233,0.16711519972483316
3000,0.0001995730673611123,0.16709948529799779,0.16866111946105958,0.16717374928792317
3250,0.0001837004162722831,0.16695655683676403,0.16848093255360921,0.16692223294576009
3500,0.00016741880247003691,0.16671954145034154,0.16871484247843424,0.16700351142883302
3750,0.00015092580728113167,0.1675270065665245,0.16854642740885417,0.16701373195648192
4000,0.00013442157719664732,0.16738393008708954,0.16856440099080403,0.16702604230244955
4250,0.00011810639504584251,0.1685145934422811,0.1684409434000651,0.1669775053660075
4500,0.00010217824951551496,0.16850211371978124,0.16836888058980307,0.16690175946553548
4750,8.683043250933607e-05,0.1673844998081525,0.16848277600606282,0.16688110987345378
5000,7.224919350378584e-05,0.16903419494628907,0.16843184153238933,0.1669430357615153
5250,5.8611479365648133e-05,0.16777055362860363,0.1683627471923828,0.16688393211364747
5500,4.608278705892711e-05,0.1675146962205569,0.16833679421742756,0.16681303024291994
5750,3.481515529910708e-05,0.16792991707722346,0.1683212604522705,0.1668096316655477
6000,2.4945319526517525e-05,0.16697497367858888,0.1682815523147583,0.1668154576619466
6250,1.6593052588648726e-05,0.16664181898037592,0.1682849308649699,0.16677297592163087
6500,9.859711267639441e-06,0.16709728240966798,0.16826036675771078,0.16680206807454426
6750,4.827006291177826e-06,0.16742862164974212,0.16828387292226155,0.16676758511861164
7000,1.5560107530314003e-06,0.16670689235130945,0.16826599407196044,0.16676469548543293
7250,8.641897626271433e-08,0.16764558504025143,0.1682615998586019,0.16676461092631023
7326,1.4577040674534913e-11,0.16795836885770163,0.16826157410939535,0.16676453908284505
