step,lr,train_mse,val_mse,test_mse
250,0.00029996500188581357,0.16896673838297527,0.16850834528605144,0.16692791112263997
500,0.00029869868391206583,0.16584449062744777,0.16870213349660237,0.1672443733215332
750,0.0002956278713954945,0.1685566022992134,0.1688316062291463,0.1673476994832357
1000,0.00029078982938971274,0.169154325624307,0.1686656862894694,0.16728775278727215
1250,0.0002842432687061932,0.16837589293718339,0.16848607381184896,0.16705911540985108
1500,0.00027606763344435135,0.16836796551942826,0.16851848220825194,0.1670053545633952
1750,0.00026636213691815864,0.1683315967520078,0.16870911343892414,0.16734845956166586
2000,0.0002552445576785488,0.1658043310046196,0.1688479086558024,0.16729803721110026
2250,0.00024284981024217723,0.16837811172008516,0.1686003875732422,0.16700418917338053
2500,0.00022932830787108613,0.16718199650446575,0.16867139561971028,0.16725497754414875
2750,0.00021484413727134105,0.16795119196176528,0.1685715675354004,0.16713144238789876
3000,0.0001995730673611123,0.16690022299687068,0.1685180082321167,0.166994873046875
3250,0.0001837004162722831,0.16890214333931605,0.16846702257792154,0.16702780818939209
3500,0.00016741880247003691,0.16848799387613933,0.16840683873494466,0.1669411211013794
3750,0.00015092580728113167,0.1672071064511935,0.1684815877278646,0.16700743961334227
4000,0.00013442157719664732,0.16984745015700659,0.16852254867553712,0.1669450937906901
4250,0.00011810639504584251,0.16779301464557647,0.1685363680521647,0.1669797617594401
4500,0.00010217824951551496,0.16776725947856902,0.16849929650624593,0.16689313952128093
4750,8.683043250933607e-05,0.16648152669270833,0.1683692429860433,0.16681614939371744
5000,7.224919350378584e-05,0.1679904967546463,0.1684401938120524,0.16692495600382487
5250,5.8611479365648133e-05,0.16711349238952,0.1683985242843628,0.16685507456461587
5500,4.608278705892711e-05,0.1688453068335851,0.1681429220835368,0.16664092127482097
5750,3.481515529910708e-05,0.16521114806334178,0.16652499802907308,0.16512185923258463
6000,2.4945319526517525e-05,0.1648596947391828,0.16530483182271322,0.16386705907185872
6250,1.6593052588648726e-05,0.16411676158507665,0.164756028175354,0.16336294428507486
6500,9.859711267639441e-06,0.16533648173014323,0.16445377031962077,0.16310821215311685
6750,4.827006291177826e-06,0.1639063189427058,0.16426772562662761,0.16295206769307455
7000,1.5560107530314003e-06,0.16460513124863307,0.16422110335032145,0.16289643128712972
7250,8.641897626271433e-08,0.1637019544839859,0.1641907164255778,0.162871218363444
7326,1.4577040674534913e-11,0.1649747222661972,0.1641905091603597,0.16287090555826822
