step,lr,train_nll,test_nll
1000,0.0003,4.864118757247925,4.864304317474366
2000,0.0002536142762536405,4.855480470657349,4.855751620483399
3000,0.00014302434612185582,4.839985361099243,4.839435470581055
4000,3.675685764502535e-05,4.746066999435425,4.747195599365234
4883,4.90937496988586e-11,4.721178188323974,4.720396508026123
