step,lr,train_nll,test_nll
1000,0.0003,4.8663030624389645,4.8655592056274415
2000,0.0002536142762536405,4.857350130081176,4.856796604919434
3000,0.00014302434612185582,4.798732442855835,4.797834767150879
4000,3.675685764502535e-05,4.703671960830689,4.703970310974121
4883,4.90937496988586e-11,4.701635665893555,4.701808721923828
