step,lr,train_nll,test_nll
1000,0.0003,4.867256050109863,4.8677524536132815
2000,0.0002536142762536405,4.858095359802246,4.8583698669433595
3000,0.00014302434612185582,4.8411886024475095,4.841568980407715
4000,3.675685764502535e-05,4.812879190444947,4.8135558700561525
4883,4.90937496988586e-11,4.806476612091064,4.806769067382812
