step,lr,train_nll,test_nll
1000,0.0003,4.86012487411499,4.86012886352539
2000,0.0002536142762536405,4.854786653518676,4.854674911499023
3000,0.00014302434612185582,4.70434003829956,4.704851570129395
4000,3.675685764502535e-05,4.699842624664306,4.699876517486572
4883,4.90937496988586e-11,4.698516826629639,4.698635441589356
