step,lr,train_nll,test_nll
1000,0.0003,4.8619256019592285,4.861348371887207
2000,0.0002536142762536405,4.855498809814453,4.855974230957031
3000,0.00014302434612185582,4.848540182113648,4.848981775665283
4000,3.675685764502535e-05,4.799352407455444,4.800457836151123
4883,4.90937496988586e-11,4.7657918453216555,4.76622322845459
