step,lr,train_nll,test_nll
1000,0.0003,4.867129802703857,4.868105212402344
2000,0.0002536142762536405,4.837581434249878,4.837326992797852
3000,0.00014302434612185582,4.746330709457397,4.745663230133057
4000,3.675685764502535e-05,4.702514934539795,4.702780046081543
4883,4.90937496988586e-11,4.700213222503662,4.700400798034668
