step,lr,train_loss,val_loss,test_loss
97,0.00029099999999999997,3.4594768714904784,3.4496797245025634,3.4356608062744143
194,0.0005819999999999999,2.3803529071807863,2.385025605392456,2.378194873046875
291,0.000873,2.0151669454574583,2.041791039276123,2.0359087844848633
388,0.0011639999999999999,1.8246331238746643,1.8386544216156007,1.8350928152084351
485,0.0014550000000000001,1.7730594515800475,1.792231089782715,1.7887745193481446
582,0.001746,1.6546378660202026,1.6823042219161988,1.678274649810791
679,0.0020369999999999997,1.5798710775375366,1.601976992034912,1.5992942520141602
776,0.0023279999999999998,1.618072922229767,1.6421005859375,1.6399610307693482
873,0.0026190000000000002,1.5118549489974975,1.5356117500305175,1.5326987676620483
970,0.0029100000000000003,1.4658236050605773,1.4881284355163573,1.4821137010574341
1067,0.0029999597342815648,1.4287123107910156,1.4648833269119264,1.4602159759521485
1164,0.0029997544087544264,1.4266287565231324,1.4538244911193847,1.4509068687438964
1261,0.0029993751639669475,1.4003100085258484,1.4272080436706542,1.4244901956558227
1358,0.002998822043898308,1.3327734994888305,1.3670959978103638,1.3615931749343873
1455,0.002998095112691168,1.3231495904922486,1.3564064720153808,1.3497489929199218
1552,0.0029971944546442197,1.3202631402015685,1.341201766204834,1.3367719598770142
1649,0.0029961201742024187,1.301668119430542,1.3212963970184326,1.3146040843963622
1746,0.0029948723959448685,1.2850238037109376,1.3162370183944703,1.309299813079834
1843,0.0029934512645703737,1.2765176963806153,1.3045469367980957,1.2991245567321776
1940,0.002991856944880663,1.288207356929779,1.3111033346176146,1.3051150741577149
2037,0.002990089621761275,1.2289729976654054,1.2625426067352294,1.2582415008544923
2134,0.0029881495001601167,1.2564739274978638,1.2819020484924317,1.2783951276779175
2231,0.0029860368050637024,1.2120224165916442,1.247930679321289,1.2430154640197755
2328,0.002983751781471056,1.224581983089447,1.2527128328323365,1.2505425172805786
2425,0.002981294694365306,1.228181562423706,1.2591832061767578,1.2563095554351806
2522,0.002978665828682951,1.212641305923462,1.2368507095336914,1.2341064464569091
