step,lr,train_loss,train_acc,test_loss,test_acc
97,0.00029099999999999997,1.9516617727279664,0.26984375,1.924372380065918,0.2895
194,0.0005819999999999999,1.7506166362762452,0.34859375,1.7164786266326904,0.3776
291,0.000873,1.69690491437912,0.39765625,1.6447239479064941,0.4158
388,0.0011639999999999999,1.6161081051826478,0.40828125,1.5675286781311035,0.4323
485,0.0014550000000000001,1.5708284378051758,0.43265625,1.5194167415618896,0.4599
582,0.001746,1.518560779094696,0.4553125,1.4612950981140136,0.4765
679,0.0020369999999999997,1.455632050037384,0.4771875,1.4217091146469116,0.4891
776,0.0023279999999999998,1.4234717631340026,0.491875,1.3748819053649903,0.5043
873,0.0026190000000000002,1.4090347719192504,0.49171875,1.3448885696411133,0.521
970,0.0029100000000000003,1.3476196217536927,0.51484375,1.3117472846984863,0.5294
1067,0.0029995804094496126,1.3231780529022217,0.52515625,1.2770330823898315,0.547
1164,0.0029974413565000656,1.3089562606811525,0.5309375,1.305437068939209,0.533
1261,0.0029934928544634418,1.2384463000297545,0.5590625,1.2268573925018311,0.5638
1358,0.0029877396745539024,1.2378723263740539,0.56515625,1.2320932182312012,0.5635
1455,0.0029801887686871868,1.2135787296295166,0.56484375,1.2059090795516967,0.5678
1552,0.0029708492610801924,1.1996089577674867,0.5690625,1.157431817817688,0.5871
1649,0.0029597324372256286,1.14385573387146,0.59140625,1.125145905303955,0.5988
1746,0.002946851730255076,1.1206060004234315,0.60515625,1.111542311668396,0.6066
1843,0.002932222704706917,1.121866567134857,0.60375,1.108104225921631,0.6073
1940,0.0029158630377187625,1.1345260977745055,0.60015625,1.1316095115661622,0.5989
2037,0.002897792497667095,1.0354456472396851,0.6390625,1.0637784076690673,0.6194
2134,0.002878032920279944,1.0650156664848327,0.61859375,1.0529888954162598,0.6226
2231,0.00285660818225145,1.0120261383056641,0.6415625,1.0388054058074951,0.6367
2328,0.002833544172390213,0.9907379233837128,0.64859375,1.012538729095459,0.641
2425,0.002808868760336274,0.9903559911251069,0.64328125,1.012137828350067,0.6444
2522,0.0027826117628845398,1.0069969546794892,0.643125,1.0238981189727783,0.636
2619,0.002754804907955349,0.9956312608718872,0.648125,1.0160767837524414,0.6388
2716,0.002725481796255698,0.9372110319137573,0.6690625,0.9836956451416016,0.6552
2813,0.0026946778606774776,0.9233007681369781,0.67796875,0.9737010951995849,0.6532
2910,0.0026624303234817582,0.9241134083271026,0.67421875,0.9619484315872192,0.6646
3007,0.00262877815132088,0.942357884645462,0.669375,0.973039822769165,0.6573
3104,0.002593762008152687,0.9094546413421631,0.6775,0.9596801486968994,0.6631
3201,0.0025574242061038046,0.8866530120372772,0.6840625,0.9593078830718994,0.6554
3298,0.0025198086543413312,0.8628694009780884,0.69203125,0.9403647319793701,0.6745
3395,0.002480960806014734,0.8725009417533874,0.689375,0.9162680250167846,0.6792
3492,0.0024409276033320573,0.861213059425354,0.69953125,0.9248723075866699,0.6751
3589,0.0023997574208368066,0.8555953276157379,0.69359375,0.9115476978302002,0.6809
3686,0.002357500006954058,0.8608003449440003,0.69328125,0.9088585257530213,0.6859
3783,0.002314206423876426,0.8327780890464783,0.70125,0.9218763099670411,0.6769
3880,0.0022699289858625175,0.8522456228733063,0.6959375,0.9051997774124145,0.6851
