step,lr,train_loss,val_loss,test_loss
97,0.00029099999999999997,4.6044658660888675,4.526437766265869,4.511200492858887
194,0.0005819999999999999,2.6297980403900145,2.6402344104766846,2.633126075744629
291,0.000873,2.2026072216033934,2.2192519561767576,2.2131108322143556
388,0.0011639999999999999,1.9554786777496338,1.9707854598999024,1.9651151718139648
485,0.0014550000000000001,1.804695873260498,1.8219404861450195,1.8180189443588257
582,0.001746,1.7344642901420593,1.755007462310791,1.748790944480896
679,0.0020369999999999997,1.6431782865524291,1.6588328607559204,1.6597608419418335
776,0.0023279999999999998,1.5955033349990844,1.6162688125610352,1.6154493452072143
873,0.0026190000000000002,1.5867631864547729,1.6217799255371095,1.616033267402649
970,0.0029100000000000003,1.6072375798225402,1.6239716424942017,1.6195011936187744
1067,0.0029999597342815648,1.5318542766571044,1.5498606859207154,1.547474054336548
1164,0.0029997544087544264,1.471972246170044,1.4918118007659913,1.4896610675811768
1261,0.0029993751639669475,1.4101541590690614,1.430614694213867,1.4294226741790772
1358,0.002998822043898308,1.40020827293396,1.417430899810791,1.4146184509277344
1455,0.002998095112691168,1.3697315526008607,1.3969960933685304,1.3937692825317383
1552,0.0029971944546442197,1.3735553240776062,1.3916165538787841,1.388354151916504
1649,0.0029961201742024187,1.3555175757408142,1.3741847373962401,1.3748177158355712
1746,0.0029948723959448685,1.3212113857269288,1.3522533821105958,1.349011810874939
1843,0.0029934512645703737,1.3305885577201844,1.359834582901001,1.3554163137435913
1940,0.002991856944880663,1.2964853358268738,1.3235891777038573,1.3217431707382201
2037,0.002990089621761275,1.309963240623474,1.3323387912750244,1.3281390462875367
2134,0.0029881495001601167,1.2819692230224609,1.3075451974868775,1.3035573749542235
2231,0.0029860368050637024,1.2541140389442444,1.2832924327850341,1.279278812789917
2328,0.002983751781471056,1.2600709199905396,1.285413608932495,1.282406852912903
2425,0.002981294694365306,1.257561891078949,1.2795262199401856,1.2761744045257568
2522,0.002978665828682951,1.2457555294036866,1.2677912624359131,1.26439487285614
2619,0.002975865489280822,1.2434260821342469,1.26650221118927,1.2641407697677611
2716,0.0029728940009007263,1.2376812958717347,1.269286681365967,1.2649936809539795
2813,0.00296975170813179,1.2208675813674927,1.2546658504486083,1.2501613136291503
2910,0.0029664389753704975,1.2242986702919005,1.2482986282348634,1.2449922744750976
3007,0.0029629561867784344,1.2076882123947144,1.2355157354354858,1.233709164237976
3104,0.0029593037462377378,1.2110381126403809,1.241589938735962,1.2374768476486206
3201,0.002955482077304261,1.1875795555114745,1.22428096408844,1.2191685821533202
3298,0.002951491623158453,1.192751226425171,1.2180182527542114,1.215947745513916
3395,0.0029473328465539693,1.1738663601875305,1.211948348236084,1.2105944770812989
3492,0.002943006229764005,1.1808111596107482,1.2093848276138306,1.2047014636993407
3589,0.0029385122745253698,1.180376570224762,1.2056077573776245,1.2024374551773072
