step,lr,train_mse,val_mse,test_mse
50,0.00020491803278688525,0.7846325910091401,0.788866584777832,0.7900046119689942
100,0.0004098360655737705,0.5877749216556549,0.5856237144470214,0.589055944442749
150,0.0006147540983606557,0.5279894644021987,0.5259636344909668,0.5279944362640381
200,0.000819672131147541,0.48721730172634126,0.4925303249359131,0.49284586334228514
250,0.0009999987701058387,0.4608584183454514,0.4606829013824463,0.4599741840362549
300,0.0009998511901274966,0.423405145406723,0.4277605838775635,0.4254468402862549
350,0.0009994577145053098,0.3986485344171524,0.40373112106323245,0.400176908493042
400,0.0009988185368047702,0.38159758985042574,0.38431438446044924,0.38161779022216796
450,0.000997933971461484,0.3638086450099945,0.366927752494812,0.3654078617095947
500,0.0009968044536264901,0.3553644174337387,0.35862036228179933,0.35432537078857423
550,0.0009954305389521924,0.34061274290084836,0.34442686271667483,0.3398000650405884
600,0.000993812903319013,0.323736606836319,0.3298817310333252,0.3264179725646973
650,0.0009919523425029014,0.31992398262023924,0.3246360034942627,0.3224593448638916
700,0.0009898497717838628,0.3102111220359802,0.3169942092895508,0.31435265159606934
750,0.0009875062254956965,0.3014548945426941,0.3073540859222412,0.3034281454086304
800,0.0009849228565171693,0.2988843774795532,0.303624792098999,0.3000593671798706
850,0.0009821009357048691,0.2875426429510117,0.2970441493988037,0.2932469491958618
900,0.0009790418512680248,0.28742106556892394,0.2946464509963989,0.2921437110900879
950,0.0009757471080855925,0.2788135939836502,0.28503462982177735,0.28310672569274903
1000,0.0009722183269659487,0.27607288062572477,0.2840827732086182,0.2813511199951172
1050,0.0009684572438495547,0.268551658987999,0.27750655364990234,0.273994966506958
1100,0.0009644657089549808,0.26924145221710205,0.2771971035003662,0.273160831451416
1150,0.000960245685868715,0.2653099223971367,0.2711420288085937,0.2681316518783569
1200,0.0009557992505791999,0.2645630443096161,0.2692345924377441,0.2654788589477539
1250,0.0009511285904555766,0.2591565978527069,0.26500410842895505,0.2612363471984863
1300,0.0009462360031716345,0.26141010612249377,0.26451983833312986,0.26147134017944335
1350,0.0009411238955754998,0.2521523901820183,0.2606142797470093,0.2572840003967285
1400,0.0009357947825056155,0.25175736248493197,0.2584029150009155,0.2546849670410156
1450,0.000930251285553598,0.2474553692340851,0.2522621736526489,0.24962111949920654
1500,0.0009244961317745773,0.24655321776866912,0.25284211349487307,0.249674485206604
1550,0.0009185321523456549,0.2442528235912323,0.2498274450302124,0.24711270904541016
1600,0.0009123622811731427,0.24018785297870637,0.24515594673156738,0.24339309787750243
1650,0.0009059895534492626,0.2382936891913414,0.2439679651260376,0.24249226760864256
1700,0.0008994171041590216,0.2325840809941292,0.23847633743286134,0.235842924118042
1750,0.000892648166537994,0.23628442257642746,0.2410074768066406,0.2396184072494507
1800,0.0008856860704817712,0.23145361721515656,0.23960549831390382,0.23564476490020753
1850,0.0008785342409078612,0.23075133472681045,0.2376503381729126,0.234374981880188
1900,0.0008711961960708414,0.22538529396057128,0.23297447967529297,0.23079864692687987
1950,0.000863675545831597,0.22731918424367906,0.23393291473388672,0.23060027694702148
2000,0.0008559759898814949,0.22502479434013367,0.23023130798339844,0.2283533697128296
2050,0.0008481013159223652,0.22421966165304183,0.23023291397094728,0.22566600322723387
2100,0.0008400553978031882,0.21907767057418823,0.22710558700561523,0.22441036796569824
