step,lr,train_mse,test_mse
50,0.00010245901639344262,0.02874555304646492,0.027391683101654053
100,0.00020491803278688525,0.007968975817784668,0.007686544835567475
150,0.00030737704918032784,0.005175414215773344,0.00515475594997406
200,0.0004098360655737705,0.00360345674213022,0.0036941412687301637
250,0.0005122950819672131,0.003160989743191749,0.0030462812781333923
300,0.0006147540983606557,0.0029615121288225055,0.0029584923088550566
350,0.0007172131147540984,0.0033366738073527815,0.003216747760772705
400,0.000819672131147541,0.0030389839271083474,0.0030024021565914156
450,0.0009221311475409836,0.0025324883917346597,0.0025444242656230925
500,0.000999984543714613,0.001848834650591016,0.0019492254853248597
550,0.0009995247601443948,0.001443790434859693,0.0014044860899448395
600,0.0009984269587898415,0.0018150347983464598,0.0018134827464818956
650,0.00099669254181726,0.0013400740816723556,0.0013085423707962036
700,0.0009943237245099797,0.001153109585866332,0.0010332316085696221
750,0.000991323532438884,0.0010447936807759107,0.0010608844310045242
800,0.0009876957975980011,0.0009854713885579258,0.0009390122815966606
850,0.0009834451535100915,0.0009502977703232319,0.0009553658366203309
900,0.0009785770293084816,0.0009318899945355951,0.0009220264106988906
950,0.0009730976428027077,0.0009947471297346055,0.0009718664810061454
1000,0.0009670139925368193,0.0011049381888005882,0.0010816797912120819
1050,0.0009603338488504935,0.0008168562687933445,0.0008362793549895287
1100,0.0009530657439543711,0.0006679318676469847,0.0006641067862510681
1150,0.0009452189610322938,0.0007593625347362831,0.0008072526603937149
1200,0.0009368035223843632,0.0007013205590192229,0.0006432314962148667
1250,0.0009278301766259607,0.0007299946510465815,0.0006429196633398532
1300,0.0009183103849590839,0.0007562195847276598,0.0007591139003634453
1350,0.0009082563065335312,0.0006957602070178836,0.0007238767147064209
1400,0.0008976807829166331,0.0013572003482840956,0.0012428185790777206
1450,0.0008865973216913656,0.0007048999622929842,0.0006858741566538811
1500,0.000875020079203796,0.0005287448648596182,0.0005048151239752769
1550,0.0008629638424818955,0.0005724724015453831,0.0005578542612493039
1600,0.0008504440103488143,0.0005413628451060503,0.00047984276339411736
1650,0.000837476573754742,0.00047147303761448713,0.00044304534792900086
1700,0.0008240780953524726,0.0005219203536398709,0.0004902478493750095
1750,0.0008102656883427632,0.0008591848076321184,0.000805249959230423
1800,0.000796056994616507,0.0004784523305715993,0.000463431790471077
1850,0.0007814701622216341,0.0005089471716200933,0.0004880509376525879
1900,0.000766523822183526,0.0004911837709369138,0.0004762965887784958
1950,0.0007512370647085469,0.00043476323306094854,0.000396842397749424
2000,0.000735629414801085,0.0003783089848002419,0.0003857562057673931
2050,0.0007197208073252494,0.00042686962347943336,0.0004223549999296665
2100,0.0007035315615430735,0.0003290237032342702,0.00032931390032172204
2150,0.0006870823551617467,0.0004394691326888278,0.0004137011915445328
2200,0.0006703941979230209,0.0004501278608222492,0.00036669319309294226
2250,0.0006534884047685281,0.0003577848186250776,0.00035562120750546456
