step,lr,train_mse,test_mse
50,0.00010245901639344262,0.024462716281414033,0.02299984383583069
100,0.00020491803278688525,0.008319543860852718,0.0076066116690635685
150,0.00030737704918032784,0.005078372289426624,0.004885270148515701
200,0.0004098360655737705,0.0038628653064370156,0.003667412459850311
250,0.0005122950819672131,0.0042248466610908504,0.004467797458171844
300,0.0006147540983606557,0.006260004919022321,0.0063265529274940495
350,0.0007172131147540984,0.0030210749758407475,0.002952314555644989
400,0.000819672131147541,0.003349657543003559,0.0033660693764686585
450,0.0009221311475409836,0.0024910933733917773,0.0023692669868469237
500,0.000999984543714613,0.0032032987428829074,0.003046763628721237
550,0.0009995247601443948,0.001657492669764906,0.0016030906587839126
600,0.0009984269587898415,0.00142501269467175,0.0014521536827087403
650,0.00099669254181726,0.0011547201382927598,0.0011654802560806274
700,0.0009943237245099797,0.0013992929761298002,0.001403354361653328
750,0.000991323532438884,0.0008619654015637934,0.0008766527026891709
800,0.0009876957975980011,0.0009079710324294865,0.0009164972081780433
850,0.0009834451535100915,0.0010734836012125015,0.0010980824902653693
900,0.0009785770293084816,0.0012394784286152572,0.0012495234459638596
950,0.0009730976428027077,0.0011878931021783502,0.0011831660866737366
1000,0.0009670139925368193,0.0006558735889848322,0.0005929154418408871
1050,0.0009603338488504935,0.000866024763090536,0.0008723014071583747
1100,0.0009530657439543711,0.0007883701962418854,0.0007533603757619858
1150,0.0009452189610322938,0.0010212987067643553,0.0009500587731599807
1200,0.0009368035223843632,0.0005500204232521355,0.000634380467236042
1250,0.0009278301766259607,0.0008673084096517414,0.0007410557121038437
1300,0.0009183103849590839,0.0007593844970688224,0.0007305277958512306
1350,0.0009082563065335312,0.0007186999131226912,0.0006769792437553405
1400,0.0008976807829166331,0.0007126725645503029,0.0006674164906144142
1450,0.0008865973216913656,0.001042610954027623,0.0009901591837406158
1500,0.000875020079203796,0.0005690889217657969,0.0005167114287614823
1550,0.0008629638424818955,0.00047727566037792713,0.00043285711482167244
1600,0.0008504440103488143,0.0006023239024216309,0.0005673036761581898
1650,0.000837476573754742,0.000765573725802824,0.0007384781837463379
1700,0.0008240780953524726,0.0005053426674567163,0.00046473753824830054
1750,0.0008102656883427632,0.0004972595040453598,0.0004654759429395199
1800,0.000796056994616507,0.0006045215710764751,0.000525618813931942
1850,0.0007814701622216341,0.00043738779320847245,0.00043088923022150993
1900,0.000766523822183526,0.0004926039837300777,0.00047359809279441835
1950,0.0007512370647085469,0.0004312071984168142,0.0003741568215191364
2000,0.000735629414801085,0.00036126734368735925,0.0003560898825526237
2050,0.0007197208073252494,0.0003499134536832571,0.0003471908383071423
2100,0.0007035315615430735,0.0004724201728822663,0.0004371052607893944
2150,0.0006870823551617467,0.0003896720678312704,0.00037874267995357516
2200,0.0006703941979230209,0.00036578779574483636,0.00034787003695964814
2250,0.0006534884047685281,0.00044761072262190283,0.00044795538112521173
2300,0.0006363865686152794,0.00024547579465433955,0.0002622322719544172
2350,0.0006191105327761216,0.000277846863900777,0.000235144704580307
2400,0.0006016823630603753,0.0002703370834933594,0.00027317017503082755
2450,0.000584124319590289,0.0002364416717318818,0.00022716193832457066
2500,0.000566458828369308,0.00025509049199172294,0.00025226726569235324
2550,0.0005487084526384713,0.00022151106386445463,0.000209155784919858
2600,0.0005308958640575214,0.00024278758617583663,0.00022183385863900183
2650,0.0005130438137475362,0.00026924000325379894,0.000249630942940712
2700,0.0004951751032320709,0.0002592797440593131,0.00025621017068624497
2750,0.00047731255531392025,0.00023016718550934457,0.0002012371774762869
2800,0.0004594789849247047,0.0002228614351770375,0.0002147433590143919
2850,0.00044169716998450814,0.00019420822558458895,0.0001800318844616413
2900,0.00042398982230878936,0.00015874974997132085,0.00015668211039155723
2950,0.0004063795585997261,0.00018850312146241775,0.0001757977493107319
3000,0.00038888887155904146,0.00018596098831039854,0.0001690548099577427
3050,0.0003715401011592102,0.00017944079372682608,0.00015813126601278783
3100,0.00035435540610973914,0.00016505991501617246,0.00013989263214170933
3150,0.0003373567355549646,0.00017518339824164288,0.00016603286378085613
3200,0.00032056580103951714,0.00015849648116272874,0.0001598490262404084
3250,0.0003040040487772609,0.00015068657812662424,0.00014729525614529847
3300,0.0002876926322591259,0.00015696935734013095,0.0001414303332567215
3350,0.0002716523852348209,0.0001493309941724874,0.00015842897538095714
3400,0.00025590379510293627,0.00014559468101651873,0.00014732577744871377
3450,0.0002404669767434216,0.00014698463113745674,0.00012817194219678641
3500,0.00022536164682586545,0.00010886230658798013,0.00012528754398226738
3550,0.00021060709862638627,0.00013998948023072444,0.00011012357193976641
3600,0.00019622217738530528,0.00011878741301188711,0.00010947619285434485
3650,0.0001822252562370698,9.877100928861182e-05,0.0001008526156656444
3700,0.00016863421274317654,0.00011256594989390578,0.00010237098252400756
3750,0.0001554664060580628,8.646437781862914e-05,9.309248626232147e-05
3800,0.00014273865475713504,9.042477278853767e-05,9.605785366147757e-05
3850,0.0001304672153552502,8.368955132027622e-05,9.504100866615772e-05
3900,0.00011866776154308867,9.514979836239946e-05,8.864364959299564e-05
3950,0.00010735536416794018,8.945861547545064e-05,8.544846810400486e-05
4000,9.654447198447042e-05,0.0001064562638202915,9.045436233282089e-05
4050,8.624889320005574e-05,9.395392284204718e-05,8.721557026728988e-05
4100,7.648177783825561e-05,0.00010176302184845553,7.87313343025744e-05
4150,6.725560094295091e-05,8.075192534306552e-05,8.058454468846321e-05
4200,5.858214664459999e-05,7.88114058013889e-05,7.833663653582335e-05
4250,5.0472493108962626e-05,7.710589859925676e-05,7.476317416876554e-05
4300,4.293699838751758e-05,9.887857548164903e-05,7.445742608979345e-05
4350,3.598528718764604e-05,8.766228194872382e-05,7.603812916204333e-05
4400,2.962623857947805e-05,9.021967765875161e-05,7.723576854914426e-05
4450,2.386797465510443e-05,7.136601405363763e-05,7.33164339326322e-05
4500,1.871785015463767e-05,8.338663923495915e-05,7.169098034501076e-05
4550,1.4182443072373596e-05,8.622968958661659e-05,6.781998695805669e-05
4600,1.026754625505083e-05,7.512303145631449e-05,6.99139623902738e-05
4650,6.978160002939882e-06,7.897296880400973e-05,6.818113336339593e-05
