step,lr,train_mse,val_mse,test_mse
50,0.00020491803278688525,0.7777208757400512,0.7757960147857667,0.7756456642150878
100,0.0004098360655737705,0.5765176367759705,0.5752402286529541,0.5751472415924073
150,0.0006147540983606557,0.5185003894567489,0.5224778385162353,0.5245467109680175
200,0.000819672131147541,0.4849067634344101,0.48327232360839845,0.48563963317871095
250,0.0009999987701058387,0.4519738507270813,0.45318314743041993,0.4522110080718994
300,0.0009998511901274966,0.4150676107406616,0.41741004180908203,0.41817430877685546
350,0.0009994577145053098,0.39070340275764465,0.39190054512023925,0.39258884716033937
400,0.0009988185368047702,0.37203989148139954,0.3757794847488403,0.3765528583526611
450,0.000997933971461484,0.35952246010303496,0.35531656074523926,0.3576797475814819
500,0.0009968044536264901,0.3401111084222794,0.3438903350830078,0.34503990745544433
550,0.0009954305389521924,0.3285945838689804,0.33206264305114747,0.33251265907287597
600,0.000993812903319013,0.3191637700796127,0.3223232250213623,0.32350180625915526
650,0.0009919523425029014,0.31153203010559083,0.3161025228500366,0.31730129623413084
700,0.0009898497717838628,0.30622647047042845,0.3079424428939819,0.3079371995925903
750,0.0009875062254956965,0.2960697466135025,0.29739971256256104,0.2997818794250488
800,0.0009849228565171693,0.2925288373231888,0.29413647079467775,0.2953462066650391
850,0.0009821009357048691,0.29109739780426025,0.2888693466186523,0.29137775421142575
900,0.0009790418512680248,0.2824981623888016,0.2822096729278564,0.28444880294799807
950,0.0009757471080855925,0.27428214609622953,0.27873443031311035,0.2790177583694458
1000,0.0009722183269659487,0.2709250208735466,0.27596968364715574,0.27587714195251467
1050,0.0009684572438495547,0.2705607631802559,0.272614182472229,0.2739253225326538
1100,0.0009644657089549808,0.2660780161619186,0.2669535303115845,0.2689907760620117
1150,0.000960245685868715,0.25942431449890135,0.2629539976119995,0.26626890468597414
1200,0.0009557992505791999,0.2593394923210144,0.2590686330795288,0.2611975660324097
1250,0.0009511285904555766,0.2524076786637306,0.25677031803131106,0.25896636009216306
1300,0.0009462360031716345,0.24848222404718398,0.2519783945083618,0.25386174392700195
1350,0.0009411238955754998,0.24513779819011688,0.24841176891326905,0.2511363868713379
1400,0.0009357947825056155,0.24837320446968078,0.25108541011810304,0.2514394245147705
1450,0.000930251285553598,0.24025586783885955,0.24757262134552002,0.2485359687805176
1500,0.0009244961317745773,0.23872608989477156,0.24484272384643554,0.24602605533599853
1550,0.0009185321523456549,0.23795526415109636,0.2411001501083374,0.24222395420074463
1600,0.0009123622811731427,0.23761629641056062,0.23797708892822267,0.24141612529754639
1650,0.0009059895534492626,0.23495285838842392,0.23642920398712158,0.23942042350769044
1700,0.0008994171041590216,0.23142411261796952,0.23687342262268066,0.2383337173461914
1750,0.000892648166537994,0.23072077035903932,0.23518361473083496,0.23727475261688233
1800,0.0008856860704817712,0.22548912912607194,0.22914417362213135,0.23212394046783447
1850,0.0008785342409078612,0.22396678924560548,0.2277618465423584,0.23019030284881592
1900,0.0008711961960708414,0.22611808329820632,0.22767814540863038,0.23033416366577147
1950,0.000863675545831597,0.22217192023992538,0.22608110332489015,0.2274960136413574
2000,0.0008559759898814949,0.22002848476171494,0.22411490535736084,0.22537041091918944
2050,0.0008481013159223652,0.21717168211936952,0.22065814685821533,0.2229566173553467
2100,0.0008400553978031882,0.2148141235113144,0.22004135036468506,0.2215226764678955
2150,0.0008318421936144022,0.21358827352523804,0.2186491527557373,0.2202891035079956
2200,0.00082346574374077,0.2124255630373955,0.21675800037384033,0.21793109035491942
2250,0.0008149301688737598,0.20904056072235108,0.21454106426239014,0.21530373668670655
2300,0.0008062396679844237,0.20870053470134736,0.2139066982269287,0.21473401069641113
2350,0.0007973985162577641,0.2067870870232582,0.21218879222869874,0.2128400001525879
2400,0.0007884110629896096,0.20757802426815034,0.21079399108886718,0.21308541297912598
2450,0.0007792817294470323,0.20749877154827118,0.2109613962173462,0.21263250637054443
2500,0.00077001500669336,0.20443277478218078,0.20844153308868407,0.21045432090759278
2550,0.000760615453378853,0.20373945206403732,0.20752095031738282,0.20915309715270997
2600,0.0007510876934981313,0.20057294070720671,0.2052160243988037,0.20740001487731935
2650,0.0007414364141154584,0.19804818361997603,0.20478185749053954,0.20582928657531738
2700,0.0007316663630589972,0.19930264174938203,0.20136924552917482,0.2031441602706909
2750,0.0007217823465851745,0.1976323628425598,0.20347491168975831,0.20527749252319336
2800,0.0007117892270143018,0.19484738349914552,0.20028987979888915,0.2026485586166382
2850,0.0007016919203386174,0.19342569172382354,0.19847285509109497,0.19968305206298828
2900,0.0006914953938039239,0.19095747619867326,0.19705186557769774,0.19782884407043458
2950,0.0006812046634660131,0.18963863164186479,0.19482877731323242,0.19690809535980225
3000,0.0006708247917230787,0.18852266162633896,0.19507476711273194,0.19532639980316163
3050,0.000660360884825332,0.18816211432218552,0.19372770833969116,0.19464002084732054
3100,0.0006498180903630452,0.18841318309307098,0.1925797634124756,0.19323427772521973
3150,0.0006392015947342572,0.18714877396821974,0.19180811214447022,0.19292487287521362
3200,0.000628516620593389,0.18553043752908707,0.19109617614746094,0.19231271743774414
3250,0.0006177684242820237,0.18441779643297196,0.1896612000465393,0.18952037715911865
3300,0.0006069622932431123,0.18141923248767852,0.1878434634208679,0.1888516263961792
3350,0.0005961035434198835,0.18068283498287202,0.186908926486969,0.18756529998779298
3400,0.0005851975166407293,0.18068623125553132,0.18632853031158447,0.18682904624938965
3450,0.0005742495779913581,0.17840667843818664,0.1850771861076355,0.18602822160720825
3500,0.000563265113175508,0.17956249564886093,0.18355494403839112,0.1849390139579773
3550,0.0005522495258655144,0.1789547571539879,0.18628005409240722,0.18645612239837647
3600,0.0005412082350440419,0.17739788800477982,0.1829337282180786,0.18384314250946046
3650,0.0005301466723382806,0.17469557642936706,0.1823834505081177,0.18180257987976073
3700,0.000519070279347925,0.17467024832963943,0.17968403911590577,0.1805240054130554
3750,0.0005079845049682456,0.17487468361854552,0.1804806909561157,0.18131046581268312
3800,0.0004968948027095718,0.1721787267923355,0.17766229629516603,0.1782778091430664
3850,0.00048580662801450534,0.16946010231971742,0.17642578840255738,0.17804967975616456
3900,0.00047472543557418084,0.17149058997631073,0.1773667793273926,0.17750700187683105
3950,0.0004636566766448998,0.16980063140392304,0.17608973026275634,0.17778497123718262
4000,0.0004526057963664497,0.1690066236257553,0.1753169107437134,0.1760185170173645
4050,0.00044157823108343687,0.1674577212333679,0.17361296558380127,0.17476358318328858
4100,0.0004305794056709414,0.16778609186410903,0.17338294506073,0.1741359510421753
4150,0.00041961473086581824,0.16597102373838424,0.17236704921722412,0.17256512928009032
4200,0.0004086896006049511,0.1643073657155037,0.17106362438201905,0.17210274124145508
4250,0.0003978093893717716,0.1655111476778984,0.17100528430938722,0.17109088325500488
4300,0.00038697944955234784,0.16491390347480775,0.16971889877319335,0.169922935962677
4350,0.0003762051088023452,0.16210871785879136,0.1686198492050171,0.16939654159545897
4400,0.0003654916674261499,0.16053542137145996,0.16806511402130128,0.16921186351776124
4450,0.0003548443957694515,0.16112836539745332,0.1675111541748047,0.16815009784698487
4500,0.00034426853162655886,0.16007060557603836,0.16644266891479492,0.16665242767333985
4550,0.00033376927766373357,0.1595008420944214,0.16643004131317138,0.1658187232017517
4600,0.0003233517988598018,0.1599433407187462,0.1664387845993042,0.16517365121841432
4650,0.00031302121996530554,0.1582065236568451,0.16388601064682007,0.16458882522583007
4700,0.0003027826229814461,0.15799922049045562,0.1628896999359131,0.16322294425964357
4750,0.00029264104466005496,0.1560900667309761,0.16303707361221315,0.16370945262908937
4800,0.00028260147402582635,0.15627719461917877,0.1626482615470886,0.1626898317337036
4850,0.0002726688499220274,0.1541162672638893,0.1611514205932617,0.16084330940246583
4900,0.00026284805858089576,0.1526562836766243,0.1610907874107361,0.16078732776641846
4950,0.00025314393121991655,0.15310917645692826,0.16059575319290162,0.16060236072540282
5000,0.00024356124166516585,0.1549729424715042,0.15923620796203614,0.1598146481513977
5050,0.00023410470400288407,0.15137532651424407,0.15886555290222168,0.1588421730995178
5100,0.00022477897026044086,0.1534276294708252,0.1585562686920166,0.15832417583465577
5150,0.00021558862811782575,0.15210276663303376,0.15839008235931396,0.1583298282623291
5200,0.0002065381986507972,0.14965083748102187,0.15781333541870118,0.15749865579605102
5250,0.00019763213410679348,0.14897930920124053,0.15738353443145753,0.1568691234588623
5300,0.000188874815714705,0.1504269939661026,0.15693391275405882,0.15667675924301147
5350,0.0001802705515295831,0.1496899890899658,0.155453284740448,0.15546524953842164
5400,0.00017182357431334423,0.1502925282716751,0.1549806728363037,0.15520029830932616
5450,0.000163538039452516,0.14842641085386277,0.15496630001068115,0.15493907499313356
5500,0.0001554180229140448,0.14839915990829466,0.15457309627532959,0.15447339630126952
5550,0.00014746751924017503,0.1469417130947113,0.1539210968017578,0.15399288272857667
5600,0.00013969043958338219,0.14805122196674347,0.15385460090637207,0.15395735931396484
5650,0.00013209060978233055,0.14672014951705933,0.15294652557373048,0.15323879432678222
5700,0.0001246717684797979,0.1462332633137703,0.1525825605392456,0.15294772338867188
5750,0.00011743756528349709,0.14575945794582368,0.15256637001037598,0.152654616355896
5800,0.00011039155897069553,0.14564283013343812,0.15208281421661377,0.1521444787979126
5850,0.00010353721573751961,0.1445447275042534,0.15130830574035645,0.15160961151123048
5900,9.687790749380099e-05,0.14677096873521805,0.1510005211830139,0.15130004835128785
5950,9.041691020430781e-05,0.14494458198547364,0.1507065715789795,0.15095223236083985
6000,8.415740227717372e-05,0.14483281582593918,0.1507715673446655,0.1509128484725952
6050,7.810246300031949e-05,0.14375694543123246,0.15008713245391847,0.15005869483947754
6100,7.225507102663503e-05,0.14496001362800598,0.1497760272026062,0.15022118377685548
6150,6.661810290866732e-05,0.14254148334264755,0.1496476306915283,0.1496796383857727
6200,6.119433168353655e-05,0.14221630454063416,0.14911740493774414,0.1491883611679077
6250,5.598642550877386e-05,0.14224012315273285,0.1487939291000366,0.1489640951156616
6300,5.0996946349754716e-05,0.1416980367898941,0.1486521062850952,0.14864685201644898
6350,4.622834871937104e-05,0.14139800101518632,0.1484735631942749,0.1486207160949707
6400,4.168297847056418e-05,0.14147437274456023,0.14834128761291504,0.14846279096603393
6450,3.736307164231112e-05,0.14197963625192642,0.14790690326690673,0.1482983946800232
6500,3.327075335963281e-05,0.14064205199480057,0.14783808040618895,0.14823450374603273
6550,2.9408036788164895e-05,0.1403893220424652,0.1475162992477417,0.14798668098449708
6600,2.5776822143806e-05,0.14140858858823777,0.14723433923721313,0.14769819927215577
6650,2.2378895757929174e-05,0.1403113305568695,0.1471051845550537,0.1475333490371704
6700,1.9215929198619142e-05,0.139742873609066,0.14709050273895263,0.1473888111114502
6750,1.6289478448363925e-05,0.13927829653024673,0.14697653579711914,0.14726692390441895
6800,1.3600983138609247e-05,0.13901492446660996,0.14687768936157228,0.1472331066131592
6850,1.1151765841548922e-05,0.1409137287735939,0.1467646245956421,0.14715805339813232
6900,8.943031419502146e-06,0.14056006759405137,0.1466486349105835,0.14697991466522217
6950,6.975866432196221e-06,0.13867194801568986,0.14653766918182373,0.14701478672027588
7000,5.251238602246633e-06,0.14115423679351807,0.14647584724426269,0.14691649627685546
7050,3.7699963390980808e-06,0.14101576805114746,0.1464828701019287,0.14687547063827514
7100,2.53286832165972e-06,0.140148908495903,0.14647167015075685,0.14684300231933595
7150,1.540463139840742e-06,0.13907738506793976,0.14644138622283936,0.1468072028160095
7200,7.932689951617444e-07,0.1393295320868492,0.14641913890838623,0.1467927017211914
7250,2.91653460590402e-07,0.14040925085544587,0.14641710138320924,0.14678204774856568
7300,3.5863299717942e-08,0.13998341023921967,0.1464139165878296,0.14678335046768187
7326,4.919578583395534e-11,0.13924306988716126,0.14641378784179687,0.14678306531906127
